ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.999801,0.000199018,normal,normal,0.7,30.609500,0.000000
0.002,0.001,0.002,0.999883,0.000117011,normal,normal,0.7,15.935800,0.000000
0.003,0.002,0.003,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.004,0.003,0.004,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.005,0.004,0.005,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.006,0.005,0.006,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.007,0.006,0.007,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.008,0.007,0.008,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.009,0.008,0.009,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.01,0.009,0.01,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.011,0.01,0.011,0.999865,0.000134589,normal,normal,0.7,17.789000,0.000000
0.012,0.011,0.012,0.999995,4.52076e-06,normal,normal,0.7,7.012800,0.000000
0.013,0.012,0.013,0.999931,6.88883e-05,normal,normal,0.7,1.993500,0.000000
0.014,0.013,0.014,0.999931,6.88883e-05,normal,normal,0.7,2.007000,0.000000
0.015,0.014,0.015,0.999931,6.88883e-05,normal,normal,0.7,0.986800,0.000000
0.016,0.015,0.016,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.017,0.016,0.017,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.018,0.017,0.018,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.019,0.018,0.019,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.02,0.019,0.02,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.021,0.02,0.021,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.022,0.021,0.022,0.999946,5.35457e-05,normal,normal,0.7,15.638800,0.000000
0.023,0.022,0.023,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.024,0.023,0.024,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.025,0.024,0.025,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.026,0.025,0.026,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.027,0.026,0.027,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.028,0.027,0.028,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.029,0.028,0.029,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.03,0.029,0.03,0.999931,6.88883e-05,normal,normal,0.7,15.797000,0.000000
0.031,0.03,0.031,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.032,0.031,0.032,0.999972,2.8071e-05,normal,normal,0.7,0.000000,0.000000
0.033,0.032,0.033,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.034,0.033,0.034,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.035,0.034,0.035,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.036,0.035,0.036,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.037,0.036,0.037,0.999931,6.88883e-05,normal,normal,0.7,15.900100,0.000000
0.038,0.037,0.038,0.999931,6.88883e-05,normal,normal,0.7,1.203400,0.000000
0.039,0.038,0.039,0.999931,6.88883e-05,normal,normal,0.7,2.661000,0.000000
0.04,0.039,0.04,0.999931,6.88883e-05,normal,normal,0.7,0.983600,0.000000
0.041,0.04,0.041,0.999865,0.000134589,normal,normal,0.7,3.043200,0.000000
0.042,0.041,0.042,0.999972,2.81616e-05,normal,normal,0.7,6.966100,0.000000
0.043,0.042,0.043,0.999931,6.88883e-05,normal,normal,0.7,0.942700,0.000000
0.044,0.043,0.044,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.045,0.044,0.045,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.046,0.045,0.046,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.047,0.046,0.047,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.048,0.047,0.048,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.049,0.048,0.049,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.05,0.049,0.05,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.051,0.05,0.051,0.999743,0.000257206,normal,normal,0.7,15.794300,0.000000
0.052,0.051,0.052,0.999774,0.000225954,normal,normal,0.7,15.738300,0.000000
0.053,0.052,0.053,0.999931,6.88883e-05,normal,normal,0.7,2.200600,0.000000
0.054,0.053,0.054,0.999931,6.88883e-05,normal,normal,0.7,1.060700,0.000000
0.055,0.054,0.055,0.999931,6.88883e-05,normal,normal,0.7,1.967900,0.000000
0.056,0.055,0.056,0.999931,6.88883e-05,normal,normal,0.7,2.006600,0.000000
0.057,0.056,0.057,0.999931,6.88883e-05,normal,normal,0.7,1.007900,0.000000
0.058,0.057,0.058,0.999931,6.88883e-05,normal,normal,0.7,2.001500,0.000000
0.059,0.058,0.059,0.999931,6.88883e-05,normal,normal,0.7,1.995900,0.000000
0.06,0.059,0.06,0.999931,6.88883e-05,normal,normal,0.7,1.002700,0.000000
0.061,0.06,0.061,0.999865,0.000134589,normal,normal,0.7,3.202900,0.000000
0.062,0.061,0.062,0.999796,0.000203534,normal,normal,0.7,6.998900,0.000000
0.063,0.062,0.063,0.999931,6.88883e-05,normal,normal,0.7,2.000100,0.000000
0.064,0.063,0.064,0.999931,6.88883e-05,normal,normal,0.7,2.004700,0.000000
0.065,0.064,0.065,0.999931,6.88883e-05,normal,normal,0.7,0.995100,0.000000
0.066,0.065,0.066,0.999931,6.88883e-05,normal,normal,0.7,2.003200,0.000000
0.067,0.066,0.067,0.999931,6.88883e-05,normal,normal,0.7,1.998000,0.000000
0.068,0.067,0.068,0.999931,6.88883e-05,normal,normal,0.7,0.998800,0.000000
0.069,0.068,0.069,0.999931,6.88883e-05,normal,normal,0.7,2.000100,0.000000
0.07,0.069,0.07,0.999931,6.88883e-05,normal,normal,0.7,1.000000,0.000000
0.071,0.07,0.071,0.999865,0.000134589,normal,normal,0.7,3.000300,0.000000
0.072,0.071,0.072,0.999946,5.35329e-05,normal,normal,0.7,6.007800,0.000000
0.073,0.072,0.073,0.999931,6.88883e-05,normal,normal,0.7,0.999500,0.000000
0.074,0.073,0.074,0.999931,6.88883e-05,normal,normal,0.7,1.998800,0.000000
0.075,0.074,0.075,0.999931,6.88883e-05,normal,normal,0.7,1.010300,0.000000
0.076,0.075,0.076,0.999931,6.88883e-05,normal,normal,0.7,1.995700,0.000000
0.077,0.076,0.077,0.999931,6.88883e-05,normal,normal,0.7,0.999500,0.000000
0.078,0.077,0.078,0.999931,6.88883e-05,normal,normal,0.7,1.518200,0.000000
0.079,0.078,0.079,0.999931,6.88883e-05,normal,normal,0.7,1.014400,0.000000
0.08,0.079,0.08,0.999931,6.88883e-05,normal,normal,0.7,1.999400,0.000000
0.081,0.08,0.081,0.999865,0.000134589,normal,normal,0.7,1.999900,0.000000
0.082,0.081,0.082,0.999972,2.8071e-05,normal,normal,0.7,1.005200,0.000000
0.083,0.082,0.083,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.084,0.083,0.084,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.085,0.084,0.085,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.086,0.085,0.086,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.087,0.086,0.087,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.088,0.087,0.088,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.089,0.088,0.089,0.999931,6.88883e-05,normal,normal,0.7,15.838700,0.000000
0.09,0.089,0.09,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.091,0.09,0.091,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.092,0.091,0.092,0.999972,2.81616e-05,normal,normal,0.7,0.000000,0.000000
0.093,0.092,0.093,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.094,0.093,0.094,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.095,0.094,0.095,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.096,0.095,0.096,0.999931,6.88883e-05,normal,normal,0.7,17.232400,0.000000
0.097,0.096,0.097,0.999931,6.88883e-05,normal,normal,0.7,1.008800,0.000000
0.098,0.097,0.098,0.999931,6.88883e-05,normal,normal,0.7,1.925800,0.000000
0.099,0.098,0.099,0.999931,6.88883e-05,normal,normal,0.7,1.050200,0.000000
0.1,0.099,0.1,0.999931,6.88883e-05,normal,normal,0.7,1.948800,0.000000
0.101,0.1,0.101,0.999743,0.000257206,normal,normal,0.7,5.005900,0.000000
0.102,0.101,0.102,0.999899,0.000101195,normal,normal,0.7,12.005700,0.000000
0.103,0.102,0.103,0.999931,6.88883e-05,normal,normal,0.7,1.994500,0.000000
0.104,0.103,0.104,0.999931,6.88883e-05,normal,normal,0.7,0.999900,0.000000
0.105,0.104,0.105,0.999931,6.88883e-05,normal,normal,0.7,2.000000,0.000000
0.106,0.105,0.106,0.999931,6.88883e-05,normal,normal,0.7,1.000000,0.000000
0.107,0.106,0.107,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.108,0.107,0.108,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.109,0.108,0.109,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.11,0.109,0.11,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.111,0.11,0.111,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.112,0.111,0.112,0.999972,2.81616e-05,normal,normal,0.7,15.901900,0.000000
0.113,0.112,0.113,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.114,0.113,0.114,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.115,0.114,0.115,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.116,0.115,0.116,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.117,0.116,0.117,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.118,0.117,0.118,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.119,0.118,0.119,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.12,0.119,0.12,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.121,0.12,0.121,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.122,0.121,0.122,0.999972,2.81616e-05,normal,normal,0.7,21.219800,0.000000
0.123,0.122,0.123,0.999931,6.88883e-05,normal,normal,0.7,1.986400,0.000000
0.124,0.123,0.124,0.999931,6.88883e-05,normal,normal,0.7,1.001800,0.000000
0.125,0.124,0.125,0.999931,6.88883e-05,normal,normal,0.7,2.006500,0.000000
0.126,0.125,0.126,0.999931,6.88883e-05,normal,normal,0.7,1.000600,0.000000
0.127,0.126,0.127,0.999931,6.88883e-05,normal,normal,0.7,1.998300,0.000000
0.128,0.127,0.128,0.999931,6.88883e-05,normal,normal,0.7,1.011400,0.000000
0.129,0.128,0.129,0.999931,6.88883e-05,normal,normal,0.7,2.245000,0.000000
0.13,0.129,0.13,0.999931,6.88883e-05,normal,normal,0.7,1.001300,0.000000
0.131,0.13,0.131,0.999865,0.000134589,normal,normal,0.7,3.009200,0.000000
0.132,0.131,0.132,0.999972,2.81616e-05,normal,normal,0.7,5.994900,0.000000
0.133,0.132,0.133,0.999931,6.88883e-05,normal,normal,0.7,1.933900,0.000000
0.134,0.133,0.134,0.999931,6.88883e-05,normal,normal,0.7,0.995100,0.000000
0.135,0.134,0.135,0.999931,6.88883e-05,normal,normal,0.7,2.166700,0.000000
0.136,0.135,0.136,0.999931,6.88883e-05,normal,normal,0.7,0.997200,0.000000
0.137,0.136,0.137,0.999931,6.88883e-05,normal,normal,0.7,1.991900,0.000000
