ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.447196,0.552804,normal,normal,0.7,35.642700,0.000000
0.002,0.001,0.002,0.171505,0.828495,anomaly,normal,0.7,29.888800,0.000000
0.003,0.002,0.003,0.263587,0.736413,anomaly,normal,0.7,10.056600,0.000000
0.004,0.003,0.004,0.221507,0.778493,anomaly,normal,0.7,7.005600,0.000000
0.005,0.004,0.005,0.201316,0.798684,anomaly,normal,0.7,5.776200,0.000000
0.006,0.005,0.006,0.208908,0.791092,anomaly,normal,0.7,17.051000,0.000000
0.007,0.006,0.007,0.201316,0.798684,anomaly,normal,0.7,8.000100,0.000000
0.008,0.007,0.008,0.201316,0.798684,anomaly,normal,0.7,2.082200,0.000000
0.009,0.008,0.009,0.234344,0.765656,anomaly,normal,0.7,13.868400,0.000000
0.01,0.009,0.01,0.201316,0.798684,anomaly,normal,0.7,0.000000,0.000000
0.011,0.01,0.011,0.184858,0.815142,anomaly,normal,0.7,22.241300,0.000000
0.012,0.011,0.012,0.902257,0.0977434,normal,normal,0.7,15.559100,0.000000
0.013,0.012,0.013,0.190542,0.809458,anomaly,normal,0.7,8.032500,0.000000
0.014,0.013,0.014,0.225431,0.774569,anomaly,normal,0.7,8.968800,0.000000
0.015,0.014,0.015,0.279863,0.720137,anomaly,normal,0.7,9.995800,0.000000
0.016,0.015,0.016,0.225431,0.774569,anomaly,normal,0.7,9.032200,0.000000
0.017,0.016,0.017,0.297478,0.702522,anomaly,normal,0.7,10.985300,0.000000
0.018,0.017,0.018,0.244859,0.755141,anomaly,normal,0.7,9.543700,0.000000
0.019,0.018,0.019,0.21647,0.78353,anomaly,normal,0.7,12.087200,0.000000
0.02,0.019,0.02,0.195306,0.804694,anomaly,normal,0.7,8.055900,0.000000
0.021,0.02,0.021,0.229215,0.770785,anomaly,normal,0.7,12.222200,0.000000
0.022,0.021,0.022,0.125185,0.874815,anomaly,normal,0.7,17.071100,0.000000
0.023,0.022,0.023,0.190542,0.809458,anomaly,normal,0.7,8.001800,0.000000
0.024,0.023,0.024,0.248052,0.751948,anomaly,normal,0.7,10.108000,0.000000
0.025,0.024,0.025,0.201316,0.798684,anomaly,normal,0.7,8.065100,0.000000
0.026,0.025,0.026,0.248052,0.751948,anomaly,normal,0.7,6.736600,0.000000
0.027,0.026,0.027,0.208908,0.791092,anomaly,normal,0.7,13.130700,0.000000
0.028,0.027,0.028,0.248052,0.751948,anomaly,normal,0.7,11.063300,0.000000
0.029,0.028,0.029,0.225431,0.774569,anomaly,normal,0.7,2.430000,0.000000
0.03,0.029,0.03,0.216948,0.783052,anomaly,normal,0.7,15.588300,0.000000
0.031,0.03,0.031,0.191617,0.808383,anomaly,normal,0.7,0.000000,0.000000
0.032,0.031,0.032,0.280603,0.719397,anomaly,normal,0.7,15.923700,0.000000
0.033,0.032,0.033,0.282454,0.717546,anomaly,normal,0.7,21.087800,0.000000
0.034,0.033,0.034,0.189405,0.810595,anomaly,normal,0.7,10.001500,0.000000
0.035,0.034,0.035,0.208908,0.791092,anomaly,normal,0.7,8.006800,0.000000
0.036,0.035,0.036,0.263587,0.736413,anomaly,normal,0.7,10.003400,0.000000
0.037,0.036,0.037,0.216948,0.783052,anomaly,normal,0.7,8.511100,0.000000
0.038,0.037,0.038,0.195306,0.804694,anomaly,normal,0.7,8.000300,0.000000
