ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.999801,0.000199018,normal,normal,0.7,28.997800,0.000000
0.002,0.001,0.002,0.999883,0.000117011,normal,normal,0.7,19.519900,0.000000
0.003,0.002,0.003,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.004,0.003,0.004,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.005,0.004,0.005,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.006,0.005,0.006,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.007,0.006,0.007,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.008,0.007,0.008,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.009,0.008,0.009,0.999931,6.88883e-05,normal,normal,0.7,15.674000,0.000000
0.01,0.009,0.01,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.011,0.01,0.011,0.999865,0.000134589,normal,normal,0.7,8.913400,0.000000
0.012,0.011,0.012,0.999995,5.44591e-06,normal,normal,0.7,9.507400,0.000000
0.013,0.012,0.013,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.014,0.013,0.014,0.999931,6.88883e-05,normal,normal,0.7,13.133400,0.000000
0.015,0.014,0.015,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.016,0.015,0.016,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.017,0.016,0.017,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.018,0.017,0.018,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.019,0.018,0.019,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.02,0.019,0.02,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.021,0.02,0.021,0.999865,0.000134589,normal,normal,0.7,16.848400,0.000000
0.022,0.021,0.022,0.999966,3.44761e-05,normal,normal,0.7,9.989000,0.000000
0.023,0.022,0.023,0.999931,6.88883e-05,normal,normal,0.7,2.000000,0.000000
0.024,0.023,0.024,0.999931,6.88883e-05,normal,normal,0.7,1.999200,0.000000
0.025,0.024,0.025,0.999931,6.88883e-05,normal,normal,0.7,2.104400,0.000000
0.026,0.025,0.026,0.999931,6.88883e-05,normal,normal,0.7,1.997600,0.000000
0.027,0.026,0.027,0.999931,6.88883e-05,normal,normal,0.7,2.001200,0.000000
0.028,0.027,0.028,0.999931,6.88883e-05,normal,normal,0.7,1.999300,0.000000
0.029,0.028,0.029,0.999931,6.88883e-05,normal,normal,0.7,1.000200,1.000700
0.03,0.029,0.03,0.999931,6.88883e-05,normal,normal,0.7,0.999300,0.000000
0.031,0.03,0.031,0.999865,0.000134589,normal,normal,0.7,4.001400,0.000000
0.032,0.031,0.032,0.999972,2.8071e-05,normal,normal,0.7,9.097600,0.000000
0.033,0.032,0.033,0.999931,6.88883e-05,normal,normal,0.7,3.005400,0.000000
0.034,0.033,0.034,0.999931,6.88883e-05,normal,normal,0.7,2.000400,0.000000
0.035,0.034,0.035,0.999931,6.88883e-05,normal,normal,0.7,1.995200,0.000000
0.036,0.035,0.036,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.037,0.036,0.037,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.038,0.037,0.038,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.039,0.038,0.039,0.999931,6.88883e-05,normal,normal,0.7,13.434800,0.000000
0.04,0.039,0.04,0.999931,6.88883e-05,normal,normal,0.7,2.218300,0.000000
0.041,0.04,0.041,0.999865,0.000134589,normal,normal,0.7,4.176600,0.000000
0.042,0.041,0.042,0.999972,2.8071e-05,normal,normal,0.7,5.101000,0.000000
0.043,0.042,0.043,0.999931,6.88883e-05,normal,normal,0.7,6.603200,0.000000
0.044,0.043,0.044,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.045,0.044,0.045,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.046,0.045,0.046,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.047,0.046,0.047,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.048,0.047,0.048,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.049,0.048,0.049,0.999931,6.88883e-05,normal,normal,0.7,15.857100,0.000000
0.05,0.049,0.05,0.999931,6.88883e-05,normal,normal,0.7,2.149800,0.000000
0.051,0.05,0.051,0.999743,0.000257206,normal,normal,0.7,7.997700,0.000000
0.052,0.051,0.052,0.999815,0.000184914,normal,normal,0.7,25.450400,0.000000
0.053,0.052,0.053,0.999931,6.88883e-05,normal,normal,0.7,2.004600,0.000000
0.054,0.053,0.054,0.999931,6.88883e-05,normal,normal,0.7,2.994100,0.000000
0.055,0.054,0.055,0.999931,6.88883e-05,normal,normal,0.7,1.999700,0.000000
0.056,0.055,0.056,0.999931,6.88883e-05,normal,normal,0.7,2.003800,0.000000
0.057,0.056,0.057,0.999931,6.88883e-05,normal,normal,0.7,1.996200,0.000000
0.058,0.057,0.058,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.059,0.058,0.059,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.06,0.059,0.06,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.061,0.06,0.061,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.062,0.061,0.062,0.999908,9.17941e-05,normal,normal,0.7,15.997900,0.000000
0.063,0.062,0.063,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.064,0.063,0.064,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.065,0.064,0.065,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.066,0.065,0.066,0.999931,6.88883e-05,normal,normal,0.7,14.965000,0.000000
0.067,0.066,0.067,0.999931,6.88883e-05,normal,normal,0.7,1.007900,0.000000
0.068,0.067,0.068,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.069,0.068,0.069,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.07,0.069,0.07,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.071,0.07,0.071,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.072,0.071,0.072,0.999966,3.43844e-05,normal,normal,0.7,15.654100,0.000000
0.073,0.072,0.073,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.074,0.073,0.074,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.075,0.074,0.075,0.999931,6.88883e-05,normal,normal,0.7,15.648100,0.000000
0.076,0.075,0.076,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.077,0.076,0.077,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.078,0.077,0.078,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.079,0.078,0.079,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.08,0.079,0.08,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.081,0.08,0.081,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.082,0.081,0.082,0.999972,2.8071e-05,normal,normal,0.7,20.978300,0.000000
0.083,0.082,0.083,0.999931,6.88883e-05,normal,normal,0.7,2.001200,0.000000
0.084,0.083,0.084,0.999931,6.88883e-05,normal,normal,0.7,1.998800,0.000000
0.085,0.084,0.085,0.999931,6.88883e-05,normal,normal,0.7,2.000300,0.000000
0.086,0.085,0.086,0.999931,6.88883e-05,normal,normal,0.7,1.001100,0.999800
0.087,0.086,0.087,0.999931,6.88883e-05,normal,normal,0.7,1.000300,0.000000
0.088,0.087,0.088,0.999931,6.88883e-05,normal,normal,0.7,2.001300,0.000000
0.089,0.088,0.089,0.999931,6.88883e-05,normal,normal,0.7,2.997200,0.000000
0.09,0.089,0.09,0.999931,6.88883e-05,normal,normal,0.7,2.000300,0.000000
0.091,0.09,0.091,0.999865,0.000134589,normal,normal,0.7,2.999600,0.000000
0.092,0.091,0.092,0.999972,2.8071e-05,normal,normal,0.7,9.099000,0.000000
0.093,0.092,0.093,0.999931,6.88883e-05,normal,normal,0.7,1.999300,0.000000
0.094,0.093,0.094,0.999931,6.88883e-05,normal,normal,0.7,2.006900,0.000000
0.095,0.094,0.095,0.999931,6.88883e-05,normal,normal,0.7,2.000100,0.000000
0.096,0.095,0.096,0.999931,6.88883e-05,normal,normal,0.7,2.001000,0.000000
0.097,0.096,0.097,0.999931,6.88883e-05,normal,normal,0.7,2.000100,0.000000
0.098,0.097,0.098,0.999931,6.88883e-05,normal,normal,0.7,2.002200,0.000000
0.099,0.098,0.099,0.999931,6.88883e-05,normal,normal,0.7,0.997500,0.000000
0.1,0.099,0.1,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.101,0.1,0.101,0.999743,0.000257206,normal,normal,0.7,5.577500,0.000000
0.102,0.101,0.102,0.999914,8.59005e-05,normal,normal,0.7,10.490000,0.000000
0.103,0.102,0.103,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.104,0.103,0.104,0.999931,6.88883e-05,normal,normal,0.7,16.126200,0.000000
0.105,0.104,0.105,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.106,0.105,0.106,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.107,0.106,0.107,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.108,0.107,0.108,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.109,0.108,0.109,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.11,0.109,0.11,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.111,0.11,0.111,0.999865,0.000134589,normal,normal,0.7,16.119500,0.000000
0.112,0.111,0.112,0.999758,0.000241633,normal,normal,0.7,0.000000,0.000000
0.113,0.112,0.113,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.114,0.113,0.114,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.115,0.114,0.115,0.999931,6.88883e-05,normal,normal,0.7,17.190300,0.000000
0.116,0.115,0.116,0.999931,6.88883e-05,normal,normal,0.7,2.000200,0.000000
0.117,0.116,0.117,0.999931,6.88883e-05,normal,normal,0.7,1.999200,0.000000
0.118,0.117,0.118,0.999931,6.88883e-05,normal,normal,0.7,1.999700,0.000000
0.119,0.118,0.119,0.999931,6.88883e-05,normal,normal,0.7,2.001500,0.000000
0.12,0.119,0.12,0.999931,6.88883e-05,normal,normal,0.7,1.999500,0.000000
0.121,0.12,0.121,0.999865,0.000134589,normal,normal,0.7,1.999200,0.000000
0.122,0.121,0.122,0.999952,4.8382e-05,normal,normal,0.7,0.000000,0.000000
0.123,0.122,0.123,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.124,0.123,0.124,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
