ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.999997,3.40612e-06,normal,normal,0.7,50.459500,0.000000
0.002,0.001,0.002,0.999915,8.45019e-05,normal,normal,0.7,24.250800,0.000000
0.003,0.002,0.003,0.999993,6.57796e-06,normal,normal,0.7,11.929500,0.000000
0.004,0.003,0.004,0.999993,6.57796e-06,normal,normal,0.7,33.018000,0.000000
0.005,0.004,0.005,0.999991,9.39523e-06,normal,normal,0.7,17.670400,0.000000
0.006,0.005,0.006,0.998936,0.00106442,normal,normal,0.7,13.161600,0.000000
0.007,0.006,0.007,0.999092,0.000907643,normal,normal,0.7,4.081000,0.000000
0.008,0.007,0.008,0.99941,0.000590335,normal,normal,0.7,13.868400,0.000000
0.009,0.008,0.009,0.998936,0.00106442,normal,normal,0.7,20.233500,0.000000
0.01,0.009,0.01,0.998936,0.00106442,normal,normal,0.7,13.551700,0.000000
0.011,0.01,0.011,0.999382,0.000618168,normal,normal,0.7,13.797200,0.000000
0.012,0.011,0.012,0.996029,0.00397092,normal,normal,0.7,16.227200,0.000000
0.013,0.012,0.013,0.998792,0.00120813,normal,normal,0.7,11.012400,0.000000
0.014,0.013,0.014,0.998174,0.00182607,normal,normal,0.7,11.513700,0.000000
0.015,0.014,0.015,0.99941,0.000590335,normal,normal,0.7,13.103800,0.000000
0.016,0.015,0.016,0.99861,0.00139003,normal,normal,0.7,12.070200,0.000000
0.017,0.016,0.017,0.99861,0.00139003,normal,normal,0.7,12.999900,0.000000
0.018,0.017,0.018,0.99861,0.00139003,normal,normal,0.7,12.210300,0.000000
0.019,0.018,0.019,0.998792,0.00120813,normal,normal,0.7,13.073300,0.000000
0.02,0.019,0.02,0.998174,0.00182607,normal,normal,0.7,12.111700,0.000000
0.021,0.02,0.021,0.999607,0.000392589,normal,normal,0.7,14.801700,0.000000
0.022,0.021,0.022,0.98828,0.0117196,normal,normal,0.7,22.189300,0.000000
0.023,0.022,0.023,0.998174,0.00182607,normal,normal,0.7,4.434700,0.000000
0.024,0.023,0.024,0.998174,0.00182607,normal,normal,0.7,15.588300,0.000000
0.025,0.024,0.025,0.998174,0.00182607,normal,normal,0.7,15.923700,0.000000
0.026,0.025,0.026,0.998392,0.00160793,normal,normal,0.7,0.000000,0.000000
0.027,0.026,0.027,0.998984,0.00101616,normal,normal,0.7,25.086500,0.000000
0.028,0.027,0.028,0.998174,0.00182607,normal,normal,0.7,10.998100,0.000000
0.029,0.028,0.029,0.998174,0.00182607,normal,normal,0.7,12.018200,0.000000
0.03,0.029,0.03,0.998174,0.00182607,normal,normal,0.7,12.508100,0.000000
0.031,0.03,0.031,0.998913,0.00108717,normal,normal,0.7,13.000700,0.000000
0.032,0.031,0.032,0.989314,0.0106858,normal,normal,0.7,5.000000,0.000000
0.033,0.032,0.033,0.996801,0.00319942,normal,normal,0.7,16.081200,0.000000
0.034,0.033,0.034,0.998984,0.00101616,normal,normal,0.7,15.853900,0.000000
0.035,0.034,0.035,0.997595,0.00240548,normal,normal,0.7,15.657800,0.000000
0.036,0.035,0.036,0.997595,0.00240548,normal,normal,0.7,0.000000,0.000000
0.037,0.036,0.037,0.997595,0.00240548,normal,normal,0.7,24.118200,0.000000
0.038,0.037,0.038,0.99786,0.00213977,normal,normal,0.7,5.531200,0.000000
0.039,0.038,0.039,0.996801,0.00319942,normal,normal,0.7,19.153800,0.000000
0.04,0.039,0.04,0.998984,0.00101616,normal,normal,0.7,12.000500,0.000000
0.041,0.04,0.041,0.998913,0.00108717,normal,normal,0.7,15.844500,0.000000
0.042,0.041,0.042,0.98503,0.0149697,normal,normal,0.7,19.820400,0.000000
0.043,0.042,0.043,0.996801,0.00319942,normal,normal,0.7,15.810100,0.000000
0.044,0.043,0.044,0.996801,0.00319942,normal,normal,0.7,13.837800,0.000000
0.045,0.044,0.045,0.997131,0.00286846,normal,normal,0.7,11.006800,0.000000
0.046,0.045,0.046,0.998038,0.00196221,normal,normal,0.7,12.133800,0.000000
0.047,0.046,0.047,0.996801,0.00319942,normal,normal,0.7,11.999500,0.000000
0.048,0.047,0.048,0.996801,0.00319942,normal,normal,0.7,9.003500,0.000000
0.049,0.048,0.049,0.996801,0.00319942,normal,normal,0.7,0.000000,0.000000
0.05,0.049,0.05,0.996801,0.00319942,normal,normal,0.7,31.778900,0.000000
0.051,0.05,0.051,0.998571,0.00142855,normal,normal,0.7,15.812200,0.000000
0.052,0.051,0.052,0.937712,0.062288,normal,normal,0.7,25.058100,1.011500
0.053,0.052,0.053,0.996044,0.00395618,normal,normal,0.7,16.172600,0.000000
0.054,0.053,0.054,0.991575,0.00842544,normal,normal,0.7,13.999400,0.000000
0.055,0.054,0.055,0.991575,0.00842544,normal,normal,0.7,4.999900,0.000000
0.056,0.055,0.056,0.991575,0.00842544,normal,normal,0.7,15.954700,0.000000
0.057,0.056,0.057,0.991575,0.00842544,normal,normal,0.7,15.897400,0.000000
0.058,0.057,0.058,0.992001,0.00799877,normal,normal,0.7,0.000000,0.000000
0.059,0.058,0.059,0.996044,0.00395618,normal,normal,0.7,25.486800,0.000000
0.06,0.059,0.06,0.991575,0.00842544,normal,normal,0.7,15.009900,0.000000
0.061,0.06,0.061,0.992944,0.00705571,normal,normal,0.7,18.438900,0.000000
0.062,0.061,0.062,0.954855,0.0451448,normal,normal,0.7,24.690700,0.000000
0.063,0.062,0.063,0.987742,0.012258,normal,normal,0.7,8.401900,0.000000
0.064,0.063,0.064,0.988361,0.0116395,normal,normal,0.7,15.374200,0.000000
0.065,0.064,0.065,0.991599,0.00840134,normal,normal,0.7,15.778200,0.000000
0.066,0.065,0.066,0.987742,0.012258,normal,normal,0.7,0.000000,0.000000
0.067,0.066,0.067,0.987742,0.012258,normal,normal,0.7,23.648200,0.000000
0.068,0.067,0.068,0.987742,0.012258,normal,normal,0.7,12.340300,0.000000
0.069,0.068,0.069,0.987742,0.012258,normal,normal,0.7,11.996400,0.000000
0.07,0.069,0.07,0.988361,0.0116395,normal,normal,0.7,0.000000,0.000000
0.071,0.07,0.071,0.989563,0.0104369,normal,normal,0.7,23.502400,0.000000
0.072,0.071,0.072,0.958225,0.0417754,normal,normal,0.7,20.744200,0.000000
0.073,0.072,0.073,0.982198,0.0178025,normal,normal,0.7,11.244500,0.000000
0.074,0.073,0.074,0.982198,0.0178025,normal,normal,0.7,7.999700,0.000000
0.075,0.074,0.075,0.982198,0.0178025,normal,normal,0.7,15.781000,0.000000
0.076,0.075,0.076,0.982198,0.0178025,normal,normal,0.7,12.412000,0.999900
0.077,0.076,0.077,0.982765,0.0172347,normal,normal,0.7,16.180800,0.000000
0.078,0.077,0.078,0.987747,0.0122533,normal,normal,0.7,12.113300,0.000000
0.079,0.078,0.079,0.982198,0.0178025,normal,normal,0.7,5.005800,0.000000
0.08,0.079,0.08,0.982198,0.0178025,normal,normal,0.7,18.562200,0.000000
0.081,0.08,0.081,0.984587,0.0154132,normal,normal,0.7,17.245400,0.000000
0.082,0.081,0.082,0.926697,0.0733028,normal,normal,0.7,20.920400,0.000000
0.083,0.082,0.083,0.973955,0.0260447,normal,normal,0.7,13.142500,0.000000
0.084,0.083,0.084,0.981721,0.0182791,normal,normal,0.7,8.000700,0.000000
0.085,0.084,0.085,0.974211,0.0257895,normal,normal,0.7,17.189500,0.000000
0.086,0.085,0.086,0.974211,0.0257895,normal,normal,0.7,12.007700,0.000000
0.087,0.086,0.087,0.974211,0.0257895,normal,normal,0.7,11.720500,0.000000
0.088,0.087,0.088,0.974211,0.0257895,normal,normal,0.7,12.672600,0.000000
0.089,0.088,0.089,0.973955,0.0260447,normal,normal,0.7,26.802200,0.000000
0.09,0.089,0.09,0.961717,0.0382829,normal,normal,0.7,18.192300,0.000000
0.091,0.09,0.091,0.988583,0.0114172,normal,normal,0.7,15.998700,0.000000
0.092,0.091,0.092,0.904641,0.0953586,normal,normal,0.7,16.263200,0.000000
0.093,0.092,0.093,0.961717,0.0382829,normal,normal,0.7,9.940600,0.000000
0.094,0.093,0.094,0.961717,0.0382829,normal,normal,0.7,15.907100,0.000000
0.095,0.094,0.095,0.961717,0.0382829,normal,normal,0.7,16.137800,0.000000
0.096,0.095,0.096,0.960821,0.0391786,normal,normal,0.7,15.850300,0.000000
0.097,0.096,0.097,0.972392,0.0276079,normal,normal,0.7,24.490400,0.000000
0.098,0.097,0.098,0.961717,0.0382829,normal,normal,0.7,4.985200,0.000000
0.099,0.098,0.099,0.961717,0.0382829,normal,normal,0.7,23.822900,0.000000
0.1,0.099,0.1,0.961717,0.0382829,normal,normal,0.7,8.012600,0.000000
0.101,0.1,0.101,0.958654,0.041346,normal,normal,0.7,15.707400,0.000000
0.102,0.101,0.102,0.727907,0.272093,normal,normal,0.7,15.669500,0.000000
0.103,0.102,0.103,0.908286,0.0917136,normal,normal,0.7,16.110300,0.000000
0.104,0.103,0.104,0.87632,0.12368,normal,normal,0.7,19.808100,0.000000
0.105,0.104,0.105,0.87632,0.12368,normal,normal,0.7,12.011400,0.000000
0.106,0.105,0.106,0.87632,0.12368,normal,normal,0.7,12.502900,0.000000
0.107,0.106,0.107,0.87632,0.12368,normal,normal,0.7,12.263200,0.000000
0.108,0.107,0.108,0.873689,0.126311,normal,normal,0.7,12.204700,0.000000
0.109,0.108,0.109,0.822903,0.177097,normal,normal,0.7,8.005700,0.000000
0.11,0.109,0.11,0.937987,0.062013,normal,normal,0.7,15.639900,0.000000
0.111,0.11,0.111,0.922067,0.0779327,normal,normal,0.7,0.000000,0.000000
0.112,0.111,0.112,0.765885,0.234115,normal,normal,0.7,16.064000,0.000000
0.113,0.112,0.113,0.822903,0.177097,normal,normal,0.7,24.095700,0.000000
0.114,0.113,0.114,0.822903,0.177097,normal,normal,0.7,11.528400,0.000000
0.115,0.114,0.115,0.81937,0.18063,normal,normal,0.7,12.014000,0.000000
0.116,0.115,0.116,0.866387,0.133613,normal,normal,0.7,13.002500,0.000000
0.117,0.116,0.117,0.822903,0.177097,normal,normal,0.7,2.008100,0.000000
0.118,0.117,0.118,0.822903,0.177097,normal,normal,0.7,16.001800,0.000000
0.119,0.118,0.119,0.822903,0.177097,normal,normal,0.7,16.123400,0.000000
0.12,0.119,0.12,0.822903,0.177097,normal,normal,0.7,0.000000,0.000000
0.121,0.12,0.121,0.879896,0.120104,normal,normal,0.7,27.153200,0.000000
0.122,0.121,0.122,0.722855,0.277145,normal,normal,0.7,23.597100,0.000000
0.123,0.122,0.123,0.752921,0.247079,normal,normal,0.7,12.000100,0.000000
0.124,0.123,0.124,0.752921,0.247079,normal,normal,0.7,12.000700,0.000000
0.125,0.124,0.125,0.752921,0.247079,normal,normal,0.7,18.277400,0.000000
0.126,0.125,0.126,0.752921,0.247079,normal,normal,0.7,18.336600,0.000000
0.127,0.126,0.127,0.748418,0.251582,normal,normal,0.7,10.941600,0.000000
0.128,0.127,0.128,0.666378,0.333622,normal,normal,0.7,11.226500,0.000000
0.129,0.128,0.129,0.866387,0.133613,normal,normal,0.7,14.587100,0.000000
0.13,0.129,0.13,0.752921,0.247079,normal,normal,0.7,7.928500,0.000000
0.131,0.13,0.131,0.768572,0.231428,normal,normal,0.7,18.134200,0.000000
0.132,0.131,0.132,0.646736,0.353264,normal,normal,0.7,12.001400,0.000000
0.133,0.132,0.133,0.666378,0.333622,normal,normal,0.7,15.799800,0.000000
0.134,0.133,0.134,0.661072,0.338928,normal,normal,0.7,12.419800,0.000000
0.135,0.134,0.135,0.735437,0.264563,normal,normal,0.7,7.523800,0.000000
0.136,0.135,0.136,0.666378,0.333622,normal,normal,0.7,19.020500,0.000000
0.137,0.136,0.137,0.666378,0.333622,normal,normal,0.7,13.301200,0.000000
0.138,0.137,0.138,0.666378,0.333622,normal,normal,0.7,12.076000,0.000000
0.139,0.138,0.139,0.666378,0.333622,normal,normal,0.7,12.926200,0.000000
0.14,0.139,0.14,0.661072,0.338928,normal,normal,0.7,13.109200,0.000000
0.141,0.14,0.141,0.817072,0.182928,normal,normal,0.7,13.998400,0.000000
0.142,0.141,0.142,0.569418,0.430582,normal,normal,0.7,13.999300,0.000000
0.143,0.142,0.143,0.566688,0.433313,normal,normal,0.7,12.003900,0.000000
0.144,0.143,0.144,0.566688,0.433313,normal,normal,0.7,12.505600,0.000000
0.145,0.144,0.145,0.566688,0.433313,normal,normal,0.7,0.999900,0.000000
0.146,0.145,0.146,0.560841,0.439159,normal,normal,0.7,26.549800,0.000000
0.147,0.146,0.147,0.461289,0.538711,normal,normal,0.7,1.000700,0.000000
0.148,0.147,0.148,0.735437,0.264563,normal,normal,0.7,15.827800,0.000000
0.149,0.148,0.149,0.566688,0.433313,normal,normal,0.7,15.960300,0.000000
0.15,0.149,0.15,0.566688,0.433313,normal,normal,0.7,16.373900,0.000000
0.151,0.15,0.151,0.544641,0.455359,normal,spoofing_attack,0.7,32.529500,0.000000
0.152,0.151,0.152,0.236861,0.763139,anomaly,spoofing_attack,0.7,35.988400,0.997600
0.153,0.152,0.153,0.263874,0.736126,anomaly,spoofing_attack,0.7,21.181800,0.000000
0.154,0.153,0.154,0.338133,0.661867,normal,spoofing_attack,0.7,19.396700,0.000000
0.155,0.154,0.155,0.268517,0.731483,anomaly,spoofing_attack,0.7,12.542500,0.000000
0.156,0.155,0.156,0.268517,0.731483,anomaly,spoofing_attack,0.7,18.827600,0.000000
0.157,0.156,0.157,0.268517,0.731483,anomaly,spoofing_attack,0.7,13.003100,0.000000
0.158,0.157,0.158,0.268517,0.731483,anomaly,spoofing_attack,0.7,12.994900,0.000000
0.159,0.158,0.159,0.263874,0.736126,anomaly,spoofing_attack,0.7,3.000000,0.000000
0.16,0.159,0.16,0.338133,0.661867,normal,spoofing_attack,0.7,16.075900,0.000000
0.161,0.16,0.161,0.379013,0.620987,normal,spoofing_attack,0.7,15.797500,0.000000
0.162,0.161,0.162,0.288809,0.711191,anomaly,spoofing_attack,0.7,38.453600,0.000000
0.163,0.162,0.163,0.193776,0.806224,anomaly,spoofing_attack,0.7,8.005700,0.000000
