ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.989311,0.0106888,normal,normal,0.7,83.489800,0.000000
0.002,0.001,0.002,0.917218,0.0827821,normal,normal,0.7,70.199600,0.000000
0.003,0.002,0.003,0.796037,0.203963,normal,normal,0.7,46.463400,0.000000
0.004,0.003,0.004,0.928225,0.0717749,normal,normal,0.7,47.335300,0.000000
0.005,0.004,0.005,0.753942,0.246058,normal,normal,0.7,45.046800,0.000000
0.006,0.005,0.006,0.796037,0.203963,normal,normal,0.7,42.267400,1.000900
0.007,0.006,0.007,0.907651,0.0923492,normal,normal,0.7,43.728100,0.000000
0.008,0.007,0.008,0.753942,0.246058,normal,normal,0.7,43.793900,0.000000
0.009,0.008,0.009,0.796037,0.203963,normal,normal,0.7,41.885100,0.000000
0.01,0.009,0.01,0.331625,0.668375,normal,normal,0.7,42.160200,0.000000
0.011,0.01,0.011,0.447354,0.552646,normal,normal,0.7,34.871600,1.012400
0.012,0.011,0.012,0.401842,0.598158,normal,normal,0.7,31.833300,0.000000
0.013,0.012,0.013,0.365668,0.634332,normal,normal,0.7,47.735700,0.000000
0.014,0.013,0.014,0.741938,0.258062,normal,normal,0.7,31.195100,0.000000
0.015,0.014,0.015,0.364698,0.635302,normal,normal,0.7,37.112400,0.000000
0.016,0.015,0.016,0.365668,0.634332,normal,normal,0.7,47.162600,0.000000
0.017,0.016,0.017,0.450065,0.549935,normal,normal,0.7,33.299300,0.000000
0.018,0.017,0.018,0.351761,0.648239,normal,normal,0.7,21.669600,0.000000
0.019,0.018,0.019,0.380166,0.619834,normal,normal,0.7,46.121700,0.000000
0.02,0.019,0.02,0.321632,0.678368,normal,normal,0.7,42.203400,0.000000
0.021,0.02,0.021,0.380166,0.619834,normal,normal,0.7,37.118800,0.000000
0.022,0.021,0.022,0.452464,0.547536,normal,normal,0.7,46.753700,0.000000
0.023,0.022,0.023,0.365668,0.634332,normal,normal,0.7,31.700000,0.000000
0.024,0.023,0.024,0.594436,0.405564,normal,normal,0.7,45.898600,0.000000
0.025,0.024,0.025,0.364698,0.635302,normal,normal,0.7,34.838500,0.000000
0.026,0.025,0.026,0.382206,0.617794,normal,normal,0.7,36.679600,0.000000
0.027,0.026,0.027,0.526287,0.473713,normal,normal,0.7,23.114900,0.000000
0.028,0.027,0.028,0.360286,0.639714,normal,normal,0.7,46.054000,0.000000
0.029,0.028,0.029,0.380166,0.619834,normal,normal,0.7,39.056000,0.000000
0.03,0.029,0.03,0.352325,0.647675,normal,normal,0.7,52.105200,0.000000
0.031,0.03,0.031,0.407567,0.592433,normal,normal,0.7,41.434100,0.000000
0.032,0.031,0.032,0.44176,0.55824,normal,normal,0.7,40.156900,0.000000
0.033,0.032,0.033,0.321632,0.678368,normal,normal,0.7,35.315700,0.000000
0.034,0.033,0.034,0.482294,0.517707,normal,normal,0.7,39.891500,0.000000
0.035,0.034,0.035,0.360286,0.639714,normal,normal,0.7,34.991600,0.000000
0.036,0.035,0.036,0.365668,0.634332,normal,normal,0.7,42.132500,0.000000
0.037,0.036,0.037,0.526287,0.473713,normal,normal,0.7,34.289400,0.000000
0.038,0.037,0.038,0.360286,0.639714,normal,normal,0.7,31.737500,0.000000
0.039,0.038,0.039,0.380166,0.619834,normal,normal,0.7,44.423100,0.000000
0.04,0.039,0.04,0.594436,0.405564,normal,normal,0.7,32.946800,0.000000
0.041,0.04,0.041,0.37577,0.62423,normal,normal,0.7,43.460100,0.000000
0.042,0.041,0.042,0.44176,0.55824,normal,normal,0.7,39.366400,0.000000
0.043,0.042,0.043,0.352325,0.647675,normal,normal,0.7,29.279100,0.000000
0.044,0.043,0.044,0.380166,0.619834,normal,normal,0.7,47.280200,0.000000
0.045,0.044,0.045,0.360286,0.639714,normal,normal,0.7,41.795800,0.000000
0.046,0.045,0.046,0.365668,0.634332,normal,normal,0.7,22.664000,0.000000
0.047,0.046,0.047,0.526287,0.473713,normal,normal,0.7,53.476300,0.000000
0.048,0.047,0.048,0.380166,0.619834,normal,normal,0.7,36.448600,0.000000
0.049,0.048,0.049,0.365668,0.634332,normal,normal,0.7,30.166700,0.000000
0.05,0.049,0.05,0.526287,0.473713,normal,normal,0.7,50.265300,0.000000
0.051,0.05,0.051,0.403363,0.596637,normal,normal,0.7,40.263600,0.000000
0.052,0.051,0.052,0.487898,0.512102,normal,normal,0.7,41.588100,0.000000
