ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.817418,0.182582,normal,normal,0.7,68.727100,0.000000
0.002,0.001,0.002,0.149504,0.850496,anomaly,normal,0.7,27.564700,0.000000
0.003,0.002,0.003,0.201316,0.798684,anomaly,normal,0.7,12.133700,0.000000
0.004,0.003,0.004,0.259265,0.740735,anomaly,normal,0.7,14.020800,0.000000
0.005,0.004,0.005,0.201316,0.798684,anomaly,normal,0.7,3.095400,0.000000
0.006,0.005,0.006,0.225431,0.774569,anomaly,normal,0.7,13.614400,0.000000
0.007,0.006,0.007,0.234344,0.765656,anomaly,normal,0.7,0.000000,0.000000
0.008,0.007,0.008,0.201316,0.798684,anomaly,normal,0.7,15.663200,0.000000
0.009,0.008,0.009,0.248052,0.751948,anomaly,normal,0.7,0.000000,0.000000
0.01,0.009,0.01,0.216948,0.783052,anomaly,normal,0.7,15.941200,0.000000
0.011,0.01,0.011,0.21769,0.78231,anomaly,normal,0.7,19.009900,0.000000
0.012,0.011,0.012,0.948116,0.0518839,normal,normal,0.7,14.987900,0.000000
0.013,0.012,0.013,0.201316,0.798684,anomaly,normal,0.7,8.012000,0.000000
0.014,0.013,0.014,0.208908,0.791092,anomaly,normal,0.7,9.118900,0.000000
0.015,0.014,0.015,0.234344,0.765656,anomaly,normal,0.7,9.520000,0.000000
0.016,0.015,0.016,0.208908,0.791092,anomaly,normal,0.7,8.999900,0.000000
0.017,0.016,0.017,0.225431,0.774569,anomaly,normal,0.7,8.997600,0.000000
0.018,0.017,0.018,0.238466,0.761534,anomaly,normal,0.7,10.077200,0.000000
0.019,0.018,0.019,0.21647,0.78353,anomaly,normal,0.7,12.179600,0.000000
0.02,0.019,0.02,0.216948,0.783052,anomaly,normal,0.7,8.995200,0.000000
0.021,0.02,0.021,0.191617,0.808383,anomaly,normal,0.7,9.998500,0.000000
0.022,0.021,0.022,0.166661,0.833339,anomaly,normal,0.7,20.150800,0.000000
0.023,0.022,0.023,0.201316,0.798684,anomaly,normal,0.7,7.999400,0.000000
0.024,0.023,0.024,0.216948,0.783052,anomaly,normal,0.7,7.513700,0.000000
0.025,0.024,0.025,0.208908,0.791092,anomaly,normal,0.7,6.999800,0.000000
0.026,0.025,0.026,0.216948,0.783052,anomaly,normal,0.7,7.998700,0.000000
0.027,0.026,0.027,0.225431,0.774569,anomaly,normal,0.7,8.000400,0.000000
0.028,0.027,0.028,0.248052,0.751948,anomaly,normal,0.7,8.001900,0.000000
