ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.442791,0.557209,normal,normal,0.7,40.179600,0.000000
0.002,0.001,0.002,0.171505,0.828495,anomaly,normal,0.7,25.094300,0.000000
0.003,0.002,0.003,0.208908,0.791092,anomaly,normal,0.7,11.043000,0.000000
0.004,0.003,0.004,0.238119,0.761881,anomaly,normal,0.7,12.009300,0.000000
0.005,0.004,0.005,0.216948,0.783052,anomaly,normal,0.7,3.078100,0.000000
0.006,0.005,0.006,0.216948,0.783052,anomaly,normal,0.7,13.868400,0.000000
0.007,0.006,0.007,0.225431,0.774569,anomaly,normal,0.7,0.000000,0.000000
0.008,0.007,0.008,0.248052,0.751948,anomaly,normal,0.7,20.233500,0.000000
0.009,0.008,0.009,0.216948,0.783052,anomaly,normal,0.7,10.037100,0.000000
0.01,0.009,0.01,0.190863,0.809137,anomaly,normal,0.7,7.529800,0.000000
0.011,0.01,0.011,0.184858,0.815142,anomaly,normal,0.7,9.782000,0.000000
0.012,0.011,0.012,0.688093,0.311907,normal,normal,0.7,25.234900,0.000000
0.013,0.012,0.013,0.248052,0.751948,anomaly,normal,0.7,9.991800,0.000000
0.014,0.013,0.014,0.225431,0.774569,anomaly,normal,0.7,9.525000,0.000000
0.015,0.014,0.015,0.201316,0.798684,anomaly,normal,0.7,8.095500,0.000000
0.016,0.015,0.016,0.208908,0.791092,anomaly,normal,0.7,9.034600,0.000000
0.017,0.016,0.017,0.201316,0.798684,anomaly,normal,0.7,9.032600,0.000000
0.018,0.017,0.018,0.238466,0.761534,anomaly,normal,0.7,10.210300,0.000000
0.019,0.018,0.019,0.189405,0.810595,anomaly,normal,0.7,11.000400,0.000000
0.02,0.019,0.02,0.208908,0.791092,anomaly,normal,0.7,9.073300,0.000000
0.021,0.02,0.021,0.207443,0.792557,anomaly,normal,0.7,11.188800,0.000000
0.022,0.021,0.022,0.151846,0.848154,anomaly,normal,0.7,15.724600,0.000000
0.023,0.022,0.023,0.225431,0.774569,anomaly,normal,0.7,10.978600,0.000000
0.024,0.023,0.024,0.279863,0.720137,anomaly,normal,0.7,15.645400,0.000000
0.025,0.024,0.025,0.225431,0.774569,anomaly,normal,0.7,0.000000,0.000000
0.026,0.025,0.026,0.234344,0.765656,anomaly,normal,0.7,15.588300,0.000000
0.027,0.026,0.027,0.225431,0.774569,anomaly,normal,0.7,15.923700,0.000000
0.028,0.027,0.028,0.195306,0.804694,anomaly,normal,0.7,0.000000,0.000000
0.029,0.028,0.029,0.216948,0.783052,anomaly,normal,0.7,21.087800,0.000000
0.03,0.029,0.03,0.216948,0.783052,anomaly,normal,0.7,7.999200,0.000000
0.031,0.03,0.031,0.184858,0.815142,anomaly,normal,0.7,10.009100,0.000000
0.032,0.031,0.032,0.204436,0.795564,anomaly,normal,0.7,13.502200,0.000000
0.033,0.032,0.033,0.234008,0.765992,anomaly,normal,0.7,8.012600,0.000000
0.034,0.033,0.034,0.189405,0.810595,anomaly,normal,0.7,10.001000,0.000000
0.035,0.034,0.035,0.263587,0.736413,anomaly,normal,0.7,7.999700,0.000000
0.036,0.035,0.036,0.190542,0.809458,anomaly,normal,0.7,0.000000,0.000000
