ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.469695,0.530305,normal,normal,0.7,48.443800,0.000000
0.002,0.001,0.002,0.149504,0.850496,anomaly,normal,0.7,25.789700,0.000000
0.003,0.002,0.003,0.208908,0.791092,anomaly,normal,0.7,9.157900,0.000000
0.004,0.003,0.004,0.238119,0.761881,anomaly,normal,0.7,14.098000,0.000000
0.005,0.004,0.005,0.234344,0.765656,anomaly,normal,0.7,0.000000,0.000000
0.006,0.005,0.006,0.234344,0.765656,anomaly,normal,0.7,13.614400,0.000000
0.007,0.006,0.007,0.216948,0.783052,anomaly,normal,0.7,15.663200,0.000000
0.008,0.007,0.008,0.208908,0.791092,anomaly,normal,0.7,0.000000,0.000000
0.009,0.008,0.009,0.208908,0.791092,anomaly,normal,0.7,15.941200,0.000000
0.01,0.009,0.01,0.208908,0.791092,anomaly,normal,0.7,0.000000,0.000000
0.011,0.01,0.011,0.198438,0.801562,anomaly,normal,0.7,19.998400,0.000000
0.012,0.011,0.012,0.877681,0.122319,normal,normal,0.7,16.002400,0.000000
0.013,0.012,0.013,0.263587,0.736413,anomaly,normal,0.7,10.010000,0.000000
0.014,0.013,0.014,0.225431,0.774569,anomaly,normal,0.7,9.636600,0.000000
0.015,0.014,0.015,0.208908,0.791092,anomaly,normal,0.7,9.000100,0.000000
0.016,0.015,0.016,0.279863,0.720137,anomaly,normal,0.7,9.997300,0.000000
0.017,0.016,0.017,0.248052,0.751948,anomaly,normal,0.7,10.080300,0.000000
0.018,0.017,0.018,0.234008,0.765992,anomaly,normal,0.7,9.236800,0.000000
0.019,0.018,0.019,0.227797,0.772203,anomaly,normal,0.7,11.937700,0.000000
0.02,0.019,0.02,0.234344,0.765656,anomaly,normal,0.7,9.998000,0.000000
0.021,0.02,0.021,0.191617,0.808383,anomaly,normal,0.7,11.215500,0.000000
0.022,0.021,0.022,0.137998,0.862002,anomaly,normal,0.7,17.934200,0.000000
0.023,0.022,0.023,0.225431,0.774569,anomaly,normal,0.7,12.512100,0.000000
0.024,0.023,0.024,0.225431,0.774569,anomaly,normal,0.7,11.000300,0.000000
0.025,0.024,0.025,0.208908,0.791092,anomaly,normal,0.7,8.999700,1.000900
0.026,0.025,0.026,0.216948,0.783052,anomaly,normal,0.7,7.001000,0.000000
0.027,0.026,0.027,0.225431,0.774569,anomaly,normal,0.7,0.000000,0.000000
0.028,0.027,0.028,0.216948,0.783052,anomaly,normal,0.7,25.237800,0.000000
0.029,0.028,0.029,0.248052,0.751948,anomaly,normal,0.7,5.853200,0.000000
0.03,0.029,0.03,0.208908,0.791092,anomaly,normal,0.7,15.817300,0.000000
0.031,0.03,0.031,0.21769,0.78231,anomaly,normal,0.7,16.943400,0.000000
0.032,0.031,0.032,0.177723,0.822277,anomaly,normal,0.7,17.695900,0.000000
0.033,0.032,0.033,0.234008,0.765992,anomaly,normal,0.7,7.998700,0.000000
0.034,0.033,0.034,0.2398,0.7602,anomaly,normal,0.7,14.187000,0.000000
0.035,0.034,0.035,0.225431,0.774569,anomaly,normal,0.7,5.999700,0.000000
0.036,0.035,0.036,0.234344,0.765656,anomaly,normal,0.7,0.000000,0.000000
