ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.989311,0.0106888,normal,normal,0.7,61.816500,0.000000
0.002,0.001,0.002,0.917218,0.0827821,normal,normal,0.7,37.522100,0.000000
0.003,0.002,0.003,0.796037,0.203963,normal,normal,0.7,31.650200,0.000000
0.004,0.003,0.004,0.928225,0.0717749,normal,normal,0.7,28.274600,0.000000
0.005,0.004,0.005,0.753942,0.246058,normal,normal,0.7,18.344000,0.000000
0.006,0.005,0.006,0.796037,0.203963,normal,normal,0.7,31.714600,0.000000
0.007,0.006,0.007,0.907651,0.0923492,normal,normal,0.7,36.910700,0.000000
0.008,0.007,0.008,0.753942,0.246058,normal,normal,0.7,25.244500,0.000000
0.009,0.008,0.009,0.796037,0.203963,normal,normal,0.7,32.850900,0.000000
0.01,0.009,0.01,0.331625,0.668375,normal,normal,0.7,29.179600,0.000000
0.011,0.01,0.011,0.447354,0.552646,normal,normal,0.7,31.297600,0.000000
0.012,0.011,0.012,0.401842,0.598158,normal,normal,0.7,29.684600,0.000000
0.013,0.012,0.013,0.365668,0.634332,normal,normal,0.7,17.993400,0.000000
0.014,0.013,0.014,0.741938,0.258062,normal,normal,0.7,40.221700,0.000000
0.015,0.014,0.015,0.364698,0.635302,normal,normal,0.7,29.379800,0.000000
0.016,0.015,0.016,0.365668,0.634332,normal,normal,0.7,28.350200,0.000000
0.017,0.016,0.017,0.450065,0.549935,normal,normal,0.7,10.973000,0.000000
0.018,0.017,0.018,0.351761,0.648239,normal,normal,0.7,31.842100,0.000000
0.019,0.018,0.019,0.380166,0.619834,normal,normal,0.7,39.919500,0.000000
0.02,0.019,0.02,0.321632,0.678368,normal,normal,0.7,27.160100,0.000000
0.021,0.02,0.021,0.380166,0.619834,normal,normal,0.7,25.984300,0.000000
0.022,0.021,0.022,0.452464,0.547536,normal,normal,0.7,31.494400,0.000000
0.023,0.022,0.023,0.365668,0.634332,normal,normal,0.7,38.396900,0.000000
0.024,0.023,0.024,0.594436,0.405564,normal,normal,0.7,25.122900,0.000000
0.025,0.024,0.025,0.364698,0.635302,normal,normal,0.7,31.650000,0.000000
0.026,0.025,0.026,0.365668,0.634332,normal,normal,0.7,38.155200,0.000000
0.027,0.026,0.027,0.724966,0.275034,normal,normal,0.7,32.039100,0.992200
0.028,0.027,0.028,0.360286,0.639714,normal,normal,0.7,24.490000,0.000000
0.029,0.028,0.029,0.380166,0.619834,normal,normal,0.7,39.315500,0.000000
0.03,0.029,0.03,0.352325,0.647675,normal,normal,0.7,30.353300,0.000000
0.031,0.03,0.031,0.407567,0.592433,normal,normal,0.7,20.198800,0.000000
0.032,0.031,0.032,0.44176,0.55824,normal,normal,0.7,31.601900,0.000000
0.033,0.032,0.033,0.321632,0.678368,normal,normal,0.7,33.557200,0.000000
0.034,0.033,0.034,0.482294,0.517707,normal,normal,0.7,28.219400,0.000000
0.035,0.034,0.035,0.360286,0.639714,normal,normal,0.7,29.055600,0.000000
0.036,0.035,0.036,0.365668,0.634332,normal,normal,0.7,28.157300,0.000000
0.037,0.036,0.037,0.526287,0.473713,normal,normal,0.7,28.085500,0.000000
0.038,0.037,0.038,0.360286,0.639714,normal,normal,0.7,29.421000,0.000000
0.039,0.038,0.039,0.380166,0.619834,normal,normal,0.7,26.554700,0.000000
0.04,0.039,0.04,0.594436,0.405564,normal,normal,0.7,30.908700,0.000000
0.041,0.04,0.041,0.37577,0.62423,normal,normal,0.7,29.310400,0.000000
0.042,0.041,0.042,0.44176,0.55824,normal,normal,0.7,14.685500,0.000000
0.043,0.042,0.043,0.352325,0.647675,normal,normal,0.7,31.946700,0.000000
0.044,0.043,0.044,0.380166,0.619834,normal,normal,0.7,31.407900,0.000000
0.045,0.044,0.045,0.360286,0.639714,normal,normal,0.7,37.881600,0.000000
0.046,0.045,0.046,0.365668,0.634332,normal,normal,0.7,26.998800,0.000000
0.047,0.046,0.047,0.526287,0.473713,normal,normal,0.7,29.034200,0.000000
0.048,0.047,0.048,0.380166,0.619834,normal,normal,0.7,31.007400,0.000000
0.049,0.048,0.049,0.365668,0.634332,normal,normal,0.7,30.510900,0.000000
0.05,0.049,0.05,0.526287,0.473713,normal,normal,0.7,28.998800,0.000000
0.051,0.05,0.051,0.403363,0.596637,normal,normal,0.7,32.000500,0.000000
0.052,0.051,0.052,0.487898,0.512102,normal,normal,0.7,32.528600,0.000000
0.053,0.052,0.053,0.352325,0.647675,normal,normal,0.7,27.995600,0.999300
0.054,0.053,0.054,0.380166,0.619834,normal,normal,0.7,29.995400,0.000000
0.055,0.054,0.055,0.360286,0.639714,normal,normal,0.7,29.003700,0.000000
0.056,0.055,0.056,0.3728,0.6272,normal,normal,0.7,28.508900,0.000000
0.057,0.056,0.057,0.624432,0.375568,normal,normal,0.7,29.001800,0.000000
0.058,0.057,0.058,0.364698,0.635302,normal,normal,0.7,28.002700,0.000000
0.059,0.058,0.059,0.365668,0.634332,normal,normal,0.7,29.509700,0.000000
0.06,0.059,0.06,0.526287,0.473713,normal,normal,0.7,27.006300,0.000000
0.061,0.06,0.061,0.392372,0.607628,normal,normal,0.7,29.000000,0.000000
0.062,0.061,0.062,0.439047,0.560953,normal,normal,0.7,29.004100,0.000000
0.063,0.062,0.063,0.518968,0.481032,normal,normal,0.7,17.967800,0.000000
0.064,0.063,0.064,0.351761,0.648239,normal,normal,0.7,47.456800,0.000000
0.065,0.064,0.065,0.380166,0.619834,normal,normal,0.7,34.495100,0.000000
0.066,0.065,0.066,0.321632,0.678368,normal,normal,0.7,31.014900,0.000000
0.067,0.066,0.067,0.482294,0.517707,normal,normal,0.7,30.005100,0.000000
0.068,0.067,0.068,0.360286,0.639714,normal,normal,0.7,30.007200,0.000000
0.069,0.068,0.069,0.365668,0.634332,normal,normal,0.7,20.107900,0.000000
0.07,0.069,0.07,0.526287,0.473713,normal,normal,0.7,39.995900,0.000000
0.071,0.07,0.071,0.392372,0.607628,normal,normal,0.7,31.161000,0.000000
0.072,0.071,0.072,0.44176,0.55824,normal,normal,0.7,25.899200,0.000000
0.073,0.072,0.073,0.526287,0.473713,normal,normal,0.7,33.729300,0.000000
0.074,0.073,0.074,0.351761,0.648239,normal,normal,0.7,37.629600,0.987900
0.075,0.074,0.075,0.380166,0.619834,normal,normal,0.7,22.134600,0.000000
0.076,0.075,0.076,0.352325,0.647675,normal,normal,0.7,31.797300,0.000000
0.077,0.076,0.077,0.380166,0.619834,normal,normal,0.7,35.203200,0.000000
0.078,0.077,0.078,0.360286,0.639714,normal,normal,0.7,30.761900,0.000000
0.079,0.078,0.079,0.395884,0.604116,normal,normal,0.7,98.166900,0.000000
0.08,0.079,0.08,0.594436,0.405564,normal,normal,0.7,22.338700,0.000000
0.081,0.08,0.081,0.393793,0.606207,normal,normal,0.7,32.251700,0.000000
0.082,0.081,0.082,0.394578,0.605422,normal,normal,0.7,38.521800,0.000000
0.083,0.082,0.083,0.526287,0.473713,normal,normal,0.7,29.240600,0.000000
0.084,0.083,0.084,0.360286,0.639714,normal,normal,0.7,32.273500,0.000000
0.085,0.084,0.085,0.380166,0.619834,normal,normal,0.7,32.151700,0.000000
0.086,0.085,0.086,0.352325,0.647675,normal,normal,0.7,31.524600,0.000000
0.087,0.086,0.087,0.380166,0.619834,normal,normal,0.7,23.838600,0.000000
0.088,0.087,0.088,0.395884,0.604116,normal,normal,0.7,39.901100,0.000000
0.089,0.088,0.089,0.321632,0.678368,normal,normal,0.7,30.656300,0.000000
0.09,0.089,0.09,0.624432,0.375568,normal,normal,0.7,32.187900,0.000000
0.091,0.09,0.091,0.393793,0.606207,normal,normal,0.7,21.082700,0.000000
0.092,0.091,0.092,0.387923,0.612077,normal,normal,0.7,40.974700,0.000000
0.093,0.092,0.093,0.526287,0.473713,normal,normal,0.7,29.053400,0.000000
0.094,0.093,0.094,0.360286,0.639714,normal,normal,0.7,23.798700,0.000000
0.095,0.094,0.095,0.380166,0.619834,normal,normal,0.7,31.876600,0.000000
0.096,0.095,0.096,0.352325,0.647675,normal,normal,0.7,15.721600,0.000000
0.097,0.096,0.097,0.395884,0.604116,normal,normal,0.7,30.016200,0.000000
0.098,0.097,0.098,0.380166,0.619834,normal,normal,0.7,31.062400,0.000000
0.099,0.098,0.099,0.321632,0.678368,normal,normal,0.7,34.677500,0.000000
0.1,0.099,0.1,0.482294,0.517707,normal,normal,0.7,34.235800,0.000000
0.101,0.1,0.101,0.403363,0.596637,normal,dos_attack,0.7,33.093500,0.000000
0.102,0.101,0.102,0.433136,0.566864,normal,dos_attack,0.7,33.076500,0.000000
0.103,0.102,0.103,0.526287,0.473713,normal,dos_attack,0.7,22.777700,0.000000
0.104,0.103,0.104,0.360286,0.639714,normal,dos_attack,0.7,35.303000,0.000000
0.105,0.104,0.105,0.380166,0.619834,normal,dos_attack,0.7,27.003800,0.000000
0.106,0.105,0.106,0.594436,0.405564,normal,dos_attack,0.7,31.221000,0.000000
0.107,0.106,0.107,0.351761,0.648239,normal,dos_attack,0.7,30.359700,0.000000
0.108,0.107,0.108,0.380166,0.619834,normal,dos_attack,0.7,15.136400,0.000000
0.109,0.108,0.109,0.352325,0.647675,normal,dos_attack,0.7,40.528100,0.000000
0.11,0.109,0.11,0.380166,0.619834,normal,dos_attack,0.7,25.271800,0.000000
0.111,0.11,0.111,0.392372,0.607628,normal,dos_attack,0.7,25.123900,0.000000
0.112,0.111,0.112,0.387923,0.612077,normal,dos_attack,0.7,28.149200,0.000000
0.113,0.112,0.113,0.526287,0.473713,normal,dos_attack,0.7,20.834200,0.000000
0.114,0.113,0.114,0.380166,0.619834,normal,dos_attack,0.7,31.952700,0.000000
0.115,0.114,0.115,0.365668,0.634332,normal,dos_attack,0.7,15.656700,0.000000
0.116,0.115,0.116,0.526287,0.473713,normal,dos_attack,0.7,41.019600,0.000000
0.117,0.116,0.117,0.360286,0.639714,normal,dos_attack,0.7,21.509700,0.000000
0.118,0.117,0.118,0.380166,0.619834,normal,dos_attack,0.7,31.651200,0.000000
0.119,0.118,0.119,0.352325,0.647675,normal,dos_attack,0.7,41.251100,0.000000
0.12,0.119,0.12,0.380166,0.619834,normal,dos_attack,0.7,15.918000,0.000000
0.121,0.12,0.121,0.392372,0.607628,normal,dos_attack,0.7,31.936800,0.000000
0.122,0.121,0.122,0.37577,0.62423,normal,dos_attack,0.7,32.090800,0.000000
0.123,0.122,0.123,0.624432,0.375568,normal,dos_attack,0.7,31.587400,0.000000
