ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.999997,3.40612e-06,normal,normal,0.7,46.242200,0.000000
0.002,0.001,0.002,0.999915,8.45019e-05,normal,normal,0.7,52.491300,0.000000
0.003,0.002,0.003,0.999993,6.57796e-06,normal,normal,0.7,26.932700,0.000000
0.004,0.003,0.004,0.999993,6.57796e-06,normal,normal,0.7,22.127900,0.000000
0.005,0.004,0.005,0.999991,9.39523e-06,normal,normal,0.7,19.446400,0.000000
0.006,0.005,0.006,0.998936,0.00106442,normal,normal,0.7,3.571900,0.000000
0.007,0.006,0.007,0.999092,0.000907643,normal,normal,0.7,29.974800,0.000000
0.008,0.007,0.008,0.99941,0.000590335,normal,normal,0.7,24.189500,0.000000
0.009,0.008,0.009,0.998936,0.00106442,normal,normal,0.7,16.131100,0.000000
0.01,0.009,0.01,0.998936,0.00106442,normal,normal,0.7,7.000800,0.000000
0.011,0.01,0.011,0.999382,0.000618168,normal,normal,0.7,19.265900,0.000000
0.012,0.011,0.012,0.99603,0.00396999,normal,normal,0.7,6.054800,0.000000
0.013,0.012,0.013,0.998792,0.00120813,normal,normal,0.7,16.027900,0.000000
0.014,0.013,0.014,0.998174,0.00182607,normal,normal,0.7,15.720200,0.000000
0.015,0.014,0.015,0.99941,0.000590335,normal,normal,0.7,15.673500,0.000000
0.016,0.015,0.016,0.99861,0.00139003,normal,normal,0.7,15.662200,0.000000
0.017,0.016,0.017,0.99861,0.00139003,normal,normal,0.7,15.934100,0.000000
0.018,0.017,0.018,0.99861,0.00139003,normal,normal,0.7,0.000000,0.000000
0.019,0.018,0.019,0.998792,0.00120813,normal,normal,0.7,26.115100,0.000000
0.02,0.019,0.02,0.998174,0.00182607,normal,normal,0.7,11.789400,0.000000
0.021,0.02,0.021,0.999607,0.000392589,normal,normal,0.7,9.783500,0.000000
0.022,0.021,0.022,0.98828,0.0117196,normal,normal,0.7,28.127600,0.000000
0.023,0.022,0.023,0.998174,0.00182607,normal,normal,0.7,7.995800,0.000000
0.024,0.023,0.024,0.998174,0.00182607,normal,normal,0.7,24.808400,0.000000
0.025,0.024,0.025,0.998174,0.00182607,normal,normal,0.7,13.684800,0.000000
0.026,0.025,0.026,0.998392,0.00160793,normal,normal,0.7,8.004100,0.000000
0.027,0.026,0.027,0.998984,0.00101616,normal,normal,0.7,15.644100,0.000000
0.028,0.027,0.028,0.998174,0.00182607,normal,normal,0.7,23.240300,0.000000
0.029,0.028,0.029,0.998174,0.00182607,normal,normal,0.7,17.195800,0.000000
0.03,0.029,0.03,0.998174,0.00182607,normal,normal,0.7,6.996400,0.000000
0.031,0.03,0.031,0.998913,0.00108717,normal,normal,0.7,22.568500,0.000000
0.032,0.031,0.032,0.989447,0.0105535,normal,normal,0.7,18.014300,0.000000
0.033,0.032,0.033,0.996801,0.00319942,normal,normal,0.7,6.005200,0.000000
0.034,0.033,0.034,0.998984,0.00101616,normal,normal,0.7,21.978200,0.000000
0.035,0.034,0.035,0.997595,0.00240548,normal,normal,0.7,14.233000,0.000000
0.036,0.035,0.036,0.997595,0.00240548,normal,normal,0.7,13.000700,0.000000
0.037,0.036,0.037,0.997595,0.00240548,normal,normal,0.7,12.058700,0.000000
0.038,0.037,0.038,0.99786,0.00213977,normal,normal,0.7,13.153000,0.000000
0.039,0.038,0.039,0.996801,0.00319942,normal,normal,0.7,12.578000,0.000000
0.04,0.039,0.04,0.998984,0.00101616,normal,normal,0.7,12.142700,0.000000
0.041,0.04,0.041,0.998913,0.00108717,normal,normal,0.7,10.000100,0.000000
0.042,0.041,0.042,0.985051,0.0149493,normal,normal,0.7,15.827300,0.000000
0.043,0.042,0.043,0.996801,0.00319942,normal,normal,0.7,15.929800,0.000000
0.044,0.043,0.044,0.996801,0.00319942,normal,normal,0.7,11.942900,0.000000
0.045,0.044,0.045,0.997131,0.00286846,normal,normal,0.7,13.028900,0.000000
0.046,0.045,0.046,0.998038,0.00196221,normal,normal,0.7,13.592300,0.000000
0.047,0.046,0.047,0.996801,0.00319942,normal,normal,0.7,13.496400,0.000000
