ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.999801,0.000199018,normal,normal,0.7,18.222500,0.000000
0.002,0.001,0.002,0.999883,0.000117011,normal,normal,0.7,25.951500,0.000000
0.003,0.002,0.003,0.999931,6.88883e-05,normal,normal,0.7,2.009200,0.000000
0.004,0.003,0.004,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.005,0.004,0.005,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.006,0.005,0.006,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.007,0.006,0.007,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.008,0.007,0.008,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.009,0.008,0.009,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.01,0.009,0.01,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.011,0.01,0.011,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.012,0.011,0.012,0.999995,4.5201e-06,normal,normal,0.7,16.001800,0.000000
0.013,0.012,0.013,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.014,0.013,0.014,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.015,0.014,0.015,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.016,0.015,0.016,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.017,0.016,0.017,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.018,0.017,0.018,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.019,0.018,0.019,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.02,0.019,0.02,0.999931,6.88883e-05,normal,normal,0.7,15.900500,0.000000
0.021,0.02,0.021,0.999865,0.000134589,normal,normal,0.7,6.155300,0.000000
0.022,0.021,0.022,0.999946,5.35477e-05,normal,normal,0.7,0.000000,0.000000
0.023,0.022,0.023,0.999931,6.88883e-05,normal,normal,0.7,9.637100,0.000000
0.024,0.023,0.024,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.025,0.024,0.025,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.026,0.025,0.026,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.027,0.026,0.027,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.028,0.027,0.028,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.029,0.028,0.029,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.03,0.029,0.03,0.999931,6.88883e-05,normal,normal,0.7,0.000000,0.000000
0.031,0.03,0.031,0.999865,0.000134589,normal,normal,0.7,0.000000,0.000000
0.032,0.031,0.032,0.999972,2.8071e-05,normal,normal,0.7,24.718500,0.000000
0.033,0.032,0.033,0.999931,6.88883e-05,normal,normal,0.7,3.010500,0.000000
