ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.989311,0.0106888,normal,normal,0.7,46.899800,0.000000
0.002,0.001,0.002,0.917218,0.0827821,normal,normal,0.7,45.421900,0.000000
0.003,0.002,0.003,0.796037,0.203963,normal,normal,0.7,32.070200,0.000000
0.004,0.003,0.004,0.928225,0.0717749,normal,normal,0.7,31.724100,0.000000
0.005,0.004,0.005,0.753942,0.246058,normal,normal,0.7,48.090600,0.000000
0.006,0.005,0.006,0.796037,0.203963,normal,normal,0.7,29.289800,0.000000
0.007,0.006,0.007,0.907651,0.0923492,normal,normal,0.7,35.904800,0.000000
0.008,0.007,0.008,0.753942,0.246058,normal,normal,0.7,29.941100,0.000000
0.009,0.008,0.009,0.796037,0.203963,normal,normal,0.7,32.968400,0.000000
0.01,0.009,0.01,0.331625,0.668375,normal,normal,0.7,25.753500,0.000000
0.011,0.01,0.011,0.447354,0.552646,normal,normal,0.7,31.875000,0.000000
0.012,0.011,0.012,0.401842,0.598158,normal,normal,0.7,45.098700,0.000000
0.013,0.012,0.013,0.365668,0.634332,normal,normal,0.7,33.701800,0.000000
0.014,0.013,0.014,0.741938,0.258062,normal,normal,0.7,35.261400,0.000000
0.015,0.014,0.015,0.364698,0.635302,normal,normal,0.7,25.999000,0.000000
0.016,0.015,0.016,0.365668,0.634332,normal,normal,0.7,47.159400,0.000000
0.017,0.016,0.017,0.450065,0.549935,normal,normal,0.7,31.989800,0.000000
0.018,0.017,0.018,0.351761,0.648239,normal,normal,0.7,39.087600,0.998500
0.019,0.018,0.019,0.380166,0.619834,normal,normal,0.7,21.162000,0.000000
0.02,0.019,0.02,0.321632,0.678368,normal,normal,0.7,36.110300,0.000000
0.021,0.02,0.021,0.380166,0.619834,normal,normal,0.7,31.659100,0.000000
0.022,0.021,0.022,0.452464,0.547536,normal,normal,0.7,25.689000,0.000000
0.023,0.022,0.023,0.365668,0.634332,normal,normal,0.7,16.539700,0.000000
0.024,0.023,0.024,0.594436,0.405564,normal,normal,0.7,31.589700,0.000000
0.025,0.024,0.025,0.364698,0.635302,normal,normal,0.7,32.946500,0.000000
0.026,0.025,0.026,0.382206,0.617794,normal,normal,0.7,13.514900,0.000000
0.027,0.026,0.027,0.526287,0.473713,normal,normal,0.7,43.439400,0.000000
0.028,0.027,0.028,0.360286,0.639714,normal,normal,0.7,19.171100,0.000000
0.029,0.028,0.029,0.380166,0.619834,normal,normal,0.7,37.589600,0.000000
0.03,0.029,0.03,0.352325,0.647675,normal,normal,0.7,27.401900,0.000000
0.031,0.03,0.031,0.407567,0.592433,normal,normal,0.7,27.778100,0.000000
0.032,0.031,0.032,0.44176,0.55824,normal,normal,0.7,15.732500,0.000000
0.033,0.032,0.033,0.321632,0.678368,normal,normal,0.7,41.934200,0.000000
0.034,0.033,0.034,0.482294,0.517707,normal,normal,0.7,29.050800,0.000000
0.035,0.034,0.035,0.360286,0.639714,normal,normal,0.7,22.888100,0.000000
0.036,0.035,0.036,0.365668,0.634332,normal,normal,0.7,31.952000,0.000000
0.037,0.036,0.037,0.526287,0.473713,normal,normal,0.7,30.412100,0.000000
0.038,0.037,0.038,0.360286,0.639714,normal,normal,0.7,30.415200,0.000000
0.039,0.038,0.039,0.380166,0.619834,normal,normal,0.7,17.116500,0.000000
0.04,0.039,0.04,0.594436,0.405564,normal,normal,0.7,40.915200,0.000000
0.041,0.04,0.041,0.37577,0.62423,normal,normal,0.7,20.079000,0.000000
0.042,0.041,0.042,0.44176,0.55824,normal,normal,0.7,32.994700,0.000000
0.043,0.042,0.043,0.352325,0.647675,normal,normal,0.7,31.692900,0.000000
0.044,0.043,0.044,0.380166,0.619834,normal,normal,0.7,32.335200,0.000000
0.045,0.044,0.045,0.360286,0.639714,normal,normal,0.7,13.965800,0.000000
0.046,0.045,0.046,0.365668,0.634332,normal,normal,0.7,42.114500,0.000000
0.047,0.046,0.047,0.526287,0.473713,normal,normal,0.7,19.244900,0.000000
0.048,0.047,0.048,0.380166,0.619834,normal,normal,0.7,41.039600,0.000000
0.049,0.048,0.049,0.365668,0.634332,normal,normal,0.7,21.796400,0.000000
0.05,0.049,0.05,0.526287,0.473713,normal,normal,0.7,31.835900,0.000000
0.051,0.05,0.051,0.403363,0.596637,normal,normal,0.7,37.903300,0.000000
0.052,0.051,0.052,0.487898,0.512102,normal,normal,0.7,23.319900,0.000000
0.053,0.052,0.053,0.352325,0.647675,normal,normal,0.7,32.123600,0.000000
0.054,0.053,0.054,0.380166,0.619834,normal,normal,0.7,31.529400,0.000000
0.055,0.054,0.055,0.360286,0.639714,normal,normal,0.7,15.948700,0.000000
0.056,0.055,0.056,0.3728,0.6272,normal,normal,0.7,41.728700,0.000000
0.057,0.056,0.057,0.624432,0.375568,normal,normal,0.7,31.782900,0.000000
0.058,0.057,0.058,0.364698,0.635302,normal,normal,0.7,29.294800,0.000000
0.059,0.058,0.059,0.365668,0.634332,normal,normal,0.7,29.186600,0.000000
0.06,0.059,0.06,0.526287,0.473713,normal,normal,0.7,29.841200,0.000000
0.061,0.06,0.061,0.392372,0.607628,normal,normal,0.7,32.108900,0.000000
0.062,0.061,0.062,0.439047,0.560953,normal,normal,0.7,29.434000,0.000000
0.063,0.062,0.063,0.518968,0.481032,normal,normal,0.7,27.538900,0.000000
0.064,0.063,0.064,0.351761,0.648239,normal,normal,0.7,29.151000,0.000000
0.065,0.064,0.065,0.380166,0.619834,normal,normal,0.7,31.374600,0.000000
0.066,0.065,0.066,0.321632,0.678368,normal,normal,0.7,26.237600,0.000000
0.067,0.066,0.067,0.482294,0.517707,normal,normal,0.7,20.727200,0.000000
0.068,0.067,0.068,0.360286,0.639714,normal,normal,0.7,26.952400,0.000000
0.069,0.068,0.069,0.365668,0.634332,normal,normal,0.7,19.820400,0.000000
0.07,0.069,0.07,0.526287,0.473713,normal,normal,0.7,31.475600,0.000000
0.071,0.07,0.071,0.392372,0.607628,normal,normal,0.7,28.881100,0.000000
0.072,0.071,0.072,0.44176,0.55824,normal,normal,0.7,27.304700,0.000000
0.073,0.072,0.073,0.526287,0.473713,normal,normal,0.7,21.740500,0.000000
0.074,0.073,0.074,0.351761,0.648239,normal,normal,0.7,15.821100,0.000000
0.075,0.074,0.075,0.380166,0.619834,normal,normal,0.7,39.907200,0.000000
0.076,0.075,0.076,0.352325,0.647675,normal,normal,0.7,21.999900,0.000000
0.077,0.076,0.077,0.380166,0.619834,normal,normal,0.7,15.798100,0.000000
0.078,0.077,0.078,0.360286,0.639714,normal,normal,0.7,38.149000,0.000000
0.079,0.078,0.079,0.395884,0.604116,normal,normal,0.7,87.649100,0.000000
0.08,0.079,0.08,0.594436,0.405564,normal,normal,0.7,31.612200,0.000000
0.081,0.08,0.081,0.393793,0.606207,normal,normal,0.7,33.264900,0.000000
0.082,0.081,0.082,0.387923,0.612077,normal,normal,0.7,28.816600,0.000000
0.083,0.082,0.083,0.526287,0.473713,normal,normal,0.7,33.488400,0.000000
0.084,0.083,0.084,0.360286,0.639714,normal,normal,0.7,32.157000,0.000000
0.085,0.084,0.085,0.380166,0.619834,normal,normal,0.7,32.200600,0.000000
0.086,0.085,0.086,0.352325,0.647675,normal,normal,0.7,26.758300,0.000000
0.087,0.086,0.087,0.380166,0.619834,normal,normal,0.7,31.711100,0.000000
0.088,0.087,0.088,0.395884,0.604116,normal,normal,0.7,33.256100,0.000000
0.089,0.088,0.089,0.321632,0.678368,normal,normal,0.7,29.776000,0.000000
0.09,0.089,0.09,0.624432,0.375568,normal,normal,0.7,34.327800,0.000000
0.091,0.09,0.091,0.393793,0.606207,normal,normal,0.7,34.130300,0.000000
0.092,0.091,0.092,0.387923,0.612077,normal,normal,0.7,36.876400,0.000000
0.093,0.092,0.093,0.526287,0.473713,normal,normal,0.7,34.457700,0.000000
0.094,0.093,0.094,0.360286,0.639714,normal,normal,0.7,38.771800,0.000000
0.095,0.094,0.095,0.380166,0.619834,normal,normal,0.7,34.844700,0.000000
0.096,0.095,0.096,0.352325,0.647675,normal,normal,0.7,36.153700,0.000000
