ts,t0,t1,p_normal,p_anomaly,pred_label,gt_label,threshold,lat_sched_ms,lat_compute_ms
0.001,0,0.001,0.989311,0.0106888,normal,normal,0.7,51.040800,0.000000
0.002,0.001,0.002,0.917218,0.0827821,normal,normal,0.7,45.779700,0.000000
0.003,0.002,0.003,0.796037,0.203963,normal,normal,0.7,29.147500,0.000000
0.004,0.003,0.004,0.928225,0.0717749,normal,normal,0.7,26.000600,0.000000
0.005,0.004,0.005,0.753942,0.246058,normal,normal,0.7,27.539400,0.000000
0.006,0.005,0.006,0.796037,0.203963,normal,normal,0.7,26.997700,0.000000
0.007,0.006,0.007,0.907651,0.0923492,normal,normal,0.7,27.999600,0.000000
0.008,0.007,0.008,0.753942,0.246058,normal,normal,0.7,27.012500,0.000000
0.009,0.008,0.009,0.796037,0.203963,normal,normal,0.7,27.532700,0.000000
0.01,0.009,0.01,0.331625,0.668375,normal,normal,0.7,24.993900,0.000000
0.011,0.01,0.011,0.447354,0.552646,normal,normal,0.7,25.998400,0.000000
0.012,0.011,0.012,0.401842,0.598158,normal,normal,0.7,27.013100,0.000000
0.013,0.012,0.013,0.365668,0.634332,normal,normal,0.7,26.528500,0.000000
0.014,0.013,0.014,0.741938,0.258062,normal,normal,0.7,26.000000,0.000000
0.015,0.014,0.015,0.364698,0.635302,normal,normal,0.7,26.005400,0.000000
0.016,0.015,0.016,0.365668,0.634332,normal,normal,0.7,26.528800,1.015000
0.017,0.016,0.017,0.450065,0.549935,normal,normal,0.7,25.054900,0.000000
0.018,0.017,0.018,0.351761,0.648239,normal,normal,0.7,26.935800,0.000000
0.019,0.018,0.019,0.380166,0.619834,normal,normal,0.7,25.999900,0.000000
0.02,0.019,0.02,0.321632,0.678368,normal,normal,0.7,26.510200,0.000000
0.021,0.02,0.021,0.380166,0.619834,normal,normal,0.7,26.006600,0.000000
0.022,0.021,0.022,0.452464,0.547536,normal,normal,0.7,28.000100,0.000000
0.023,0.022,0.023,0.365668,0.634332,normal,normal,0.7,27.024000,0.000000
